company,penalty,lat,lon,city,state
"SHELL OIL PRODUCTS US, MARTINEZ REF.",10000,37.9985,-122.116,Martinez,California
"LIFOAM INDUSTRIES, LLC",40000,39.469,-76.2333,Belcamp,Maryland
LOS ESTEROS CRITICAL ENERGY FACILITY,10000,37.3018,-121.8485,San Jose,California
LOS ESTEROS CRITICAL ENERGY FACILITY,7500,37.3018,-121.8485,San Jose,California
LEHIGH SOUTHWEST CEMENT COMPANY,10000,37.3168,-122.0465,Cupertino,California
LEHIGH SOUTHWEST CEMENT COMPANY,5000,37.3168,-122.0465,Cupertino,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,5000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,12500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,15000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,8000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,40000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,6000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,6000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,20000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,5000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,30000,37.9477,-122.339,Richmond,California
AIR LIQUIDE LARGE INDUSTRIES US LP,9000,38.0368,-122.2526,Rodeo,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",7000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",18000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",9000,37.9985,-122.116,Martinez,California
CHEVRON PRODUCTS COMPANY,12500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,8500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,8500,37.9477,-122.339,Richmond,California
TERUMO CARDIOVASCULAR SYSTEMS CORPORATION,27000,39.6067,-75.821,Elkton,Maryland
TERUMO MEDICAL CORPORATION,40500,39.6067,-75.821,Elkton,Maryland
"SHELL OIL PRODUCTS US, MARTINEZ REF.",7000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",22000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",23000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",13000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",10000,37.9985,-122.116,Martinez,California
"HARCROS CHEMICALS, INC.",20625,41.5563,-90.6052,Davenport,Iowa
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,12500,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,10000,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,9000,38.0368,-122.2526,Rodeo,California
AES WARRIOR RUN,50000,39.6515,-78.7585,Cumberland,Maryland
AIR LIQUIDE LARGE INDUSTRIES US LP,5500,38.0368,-122.2526,Rodeo,California
AIR LIQUIDE LARGE INDUSTRIES US LP,13000,38.0368,-122.2526,Rodeo,California
LEHIGH SOUTHWEST CEMENT COMPANY,6000,37.3168,-122.0465,Cupertino,California
AIR LIQUIDE LARGE INDUSTRIES US LP,538738,38.0368,-122.2526,Rodeo,California
VALERO BENICIA ASPHALT PLANT,10000,38.0704,-122.1541,Benicia,California
VALERO BENICIA ASPHALT PLANT,5000,38.0704,-122.1541,Benicia,California
VALERO BENICIA ASPHALT PLANT,5000,38.0704,-122.1541,Benicia,California
WAL-MART WATER TREATMENT PLANT,7773,38.3306,-75.215,Berlin,Maryland
VALERO BENICIA ASPHALT PLANT,8000,38.0704,-122.1541,Benicia,California
VALERO BENICIA ASPHALT PLANT,15500,38.0704,-122.1541,Benicia,California
VALERO BENICIA ASPHALT PLANT,7000,38.0704,-122.1541,Benicia,California
VALERO BENICIA ASPHALT PLANT,7500,38.0704,-122.1541,Benicia,California
LOS ESTEROS CRITICAL ENERGY FACILITY,12000,37.3018,-121.8485,San Jose,California
LOS ESTEROS CRITICAL ENERGY FACILITY,16875,37.3018,-121.8485,San Jose,California
LEHIGH SOUTHWEST CEMENT COMPANY,6500,37.3168,-122.0465,Cupertino,California
NUSTAR TERMINALS OPERATIONS PARTNERSHIP L.P. - PINEY POINT,15000,38.1483,-76.5201,Piney Point,Maryland
LEHIGH SOUTHWEST CEMENT COMPANY,18000,37.3168,-122.0465,Cupertino,California
LEHIGH SOUTHWEST CEMENT COMPANY,12000,37.3168,-122.0465,Cupertino,California
CALPINE PITTSBURG LLC,5204,38.019,-121.8969,Pittsburg,California
LOS MEDANOS ENERGY CENTER,6250,38.019,-121.8969,Pittsburg,California
TAYLOR ANNE FOODS LLC,10000,39.7054,-78.1749,Hancock,Maryland
"LMC PROPERTIES, INC.",8000,39.3345,-76.4318,Middle River,Maryland
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",6500,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",20000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",6000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",2850000,37.9985,-122.116,Martinez,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,California
CHEVRON PRODUCTS COMPANY,6000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,23000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,5000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,11500,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,28750,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,15000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,9600,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,9000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,9000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,29000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,13000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,8000,37.9477,-122.339,Richmond,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,California
"PECHINEY PLASTIC PACKAGING, INC.",53000,37.5204,-122.0312,Newark,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,7000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,10000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,7000,37.7903,-122.2165,Oakland,California
OWENS-BROCKWAY GLASS CONTAINER INC,7000,37.7903,-122.2165,Oakland,California
"Owens-Illinois, Inc.",93000,34.0019,-118.2106,Vernon,California
Pacific Gas and Electric Company,6000,35.1971,-120.7192,Avila Beach,California
Pacific Gas & Electric Company,9000,40.7941,-124.1568,Eureka,California
SHELL MARTINEZ REFINERY,9000,37.9985,-122.116,Martinez,California
"Sea World, Inc.",6000,32.8312,-117.1226,San Diego,California
AT&T MOBILITY,45580,42.4758,-70.9067,Swampscott,Massachusetts
BERKSHIRE POWER LLC,6892563,42.0695,-72.6148,Agawam,Massachusetts
"Bleachtech, LLC",17160,41.4767,-81.6805,Cleveland,Ohio
DRS POWER TECHNOLOGY INC,6072,42.5912,-71.8156,Fitchburg,Massachusetts
STRATEGIC MATERIALS INC,11571,42.0834,-71.3967,Franklin,Massachusetts
HEWLETT PACKARD CORPORATION,15000,42.6554,-71.1418,Andover,Massachusetts
"REMINGTON ARMS COMPANY, LLC",53892,34.7908,-91.9069,Lonoke,Arkansas
DEL-TIN FIBER L.L.C.,115000,33.2184,-92.664,El Dorado,Arkansas
"University of California, Davis",24000,38.325,-123.0308,Bodega Bay,California
CALPORTLAND - RILLITO CEMENT PLANT,300000,32.4355,-111.1558,Marana,Arizona
REXAM BEVERAGE CAN COMPANY,118350,33.5722,-112.0891,Phoenix,Arizona
HONEYWELL-ENGINES SYSTEMS & SERVICES,1512740,33.5722,-112.0891,Phoenix,Arizona
"MAUSER USA, LLC (FORMERLY BERENFIELD CONTAINERS)",11503,34.2116,-92.0178,Pine Bluff,Arkansas
SFPP LP PHOENIX TERMINAL,245000,33.5722,-112.0891,Phoenix,Arizona
FREEPORT-MCMORAN SIERRITA,105000,31.8437,-111.0172,Green Valley,Arizona
EL PASO NATURAL GAS- CASA GRANDE COMP,8000,32.907,-111.7624,Casa Grande,Arizona
"SFPP,LP - TUCSON TERMINAL",80000,32.1546,-110.8782,Tucson,Arizona
ASARCO PIMA MINE_(MISSION MINE),450000,31.9328,-110.9654,Sahuarita,Arizona
ASARCO PIMA MINE_(MISSION MINE),15000,31.9328,-110.9654,Sahuarita,Arizona
NEW HARQUAHALA GENERATING CO,277000,33.488,-112.9308,Tonopah,Arizona
NEW HARQUAHALA GENERATING CO,108665,33.488,-112.9308,Tonopah,Arizona
VULCAN MATERIALS CO,17754,33.5722,-112.0891,Phoenix,Arizona
"PRAXAIR, INC. - KINGMAN FACILITY",550000,35.217,-114.0105,Kingman,Arizona
"MAYTAG MANUFACTURING, LLC",7500,35.2418,-91.7351,Searcy,Arkansas
XTO ENERGY - HURRICANE NE COMMON POINT,9000,35.4509,-92.3946,Bee Branch,Arkansas
"ENTERGY ARKANSAS, INC. - WHITE BLUFF",13200,34.4431,-92.1841,Redfield,Arkansas
"ENTERGY ARKANSAS, INC. - UNION POWER STATION",6750,33.2184,-92.664,El Dorado,Arkansas
STRATEGIC MATERIALS INC,12000,42.0834,-71.3967,Franklin,Massachusetts
GARELICK FARMS INC,15000,42.0834,-71.3967,Franklin,Massachusetts
BETH ISRAEL DEACONESS HOSP PLYMOUTH,5000,41.9539,-70.6693,Plymouth,Massachusetts
LION OIL COMPANY,5600,33.2184,-92.664,El Dorado,Arkansas
NRG-CANAL LLC,30000,41.7572,-70.4998,Sandwich,Massachusetts
HANSON AGGREGATES-EAGLE MILLS,22500,33.6826,-92.7046,Eagle Mills,Arkansas
TOKAI CARBON GE LLC,124420,35.5001,-93.8436,Ozark,Arkansas
TOKAI CARBON GE LLC,15000,35.5001,-93.8436,Ozark,Arkansas
"SAF-HOLLAND USA, INC.",10000,33.8848,-91.4861,Dumas,Arkansas
LM WINDPOWER BLADES,11910,34.7255,-92.3581,Little Rock,Arkansas
WHEATLAND TUBE COMPANY - OMEGA DIVISION,14000,34.7255,-92.3581,Little Rock,Arkansas
WELSPUN TUBULAR,9625,34.7255,-92.3581,Little Rock,Arkansas
JELD-WEN,600000,42.2192,-121.7755,Klamath Falls,Oregon
POTLATCH FOREST PRODUCTS - PRESCOTT,7500,33.8056,-93.3909,Prescott,Arkansas
ENTERGY AR - LYNCH,8500,34.7814,-92.2378,North Little Rock,Arkansas
"ENTERGY ARKANSAS, INC - LAKE CATHERINE",90000,34.3689,-92.8187,Malvern,Arkansas
"ADM GRAIN RIVER SYSTEMS, INC.",10137,34.5313,-90.62,Helena-West Helena,Arkansas
ASH GROVE CEMENT COMPANY,15000,33.7197,-94.3979,Foreman,Arkansas
Jerome Cheese,88000,42.7184,-114.5159,Jerome,Idaho
REYNOLDS CONSUMER PRODUCTS LLC,7500,34.3689,-92.8187,Malvern,Arkansas
"AMERICAN RAILCAR INDUSTRIES, INC. - MARMADUKE",10595,36.1901,-90.386,Marmaduke,Arkansas
WESTROCK CONVERTING COMPANY - CONWAY,5800,35.0753,-92.4695,Conway,Arkansas
DELTIC TIMBER - WALDO,20000,33.3528,-93.295,Waldo,Arkansas
DEVILBISS AIR POWER COMPANY,7500,36.3402,-94.4578,Decatur,Arkansas
RICELAND FOODS - SOY DIVISION,80250,34.4962,-91.5485,Stuttgart,Arkansas
RICELAND FOODS - SOY DIVISION,309940,34.4962,-91.5485,Stuttgart,Arkansas
MKS INSTRUMENTS INC,15000,42.6554,-71.1418,Andover,Massachusetts
"CLEAN HARBORS EL DORADO, LLC",33000,33.2184,-92.664,El Dorado,Arkansas
DIERKS MILL EXPANSION PROJECT,13500,34.12,-94.0183,Dierks,Arkansas
"REMINGTON ARMS COMPANY, LLC",55000,34.7908,-91.9069,Lonoke,Arkansas
SIEMENS HEALTHCARE DIAGNOSTICS INC,8630,42.1371,-71.2439,Walpole,Massachusetts
HUNT REFINING COMPANY,35000,33.2349,-87.5267,Tuscaloosa,Alabama
HUNT REFINING COMPANY,30000,33.2349,-87.5267,Tuscaloosa,Alabama
HUNT REFINING COMPANY,30000,33.2349,-87.5267,Tuscaloosa,Alabama
"GLASFORMS, INC.",25200,33.5276,-86.7988,Birmingham,Alabama
MAGELLAN TERMINALS,10000,33.5276,-86.7988,Birmingham,Alabama
"DRUMMOND COMPANY, INC. (ABC COKE)",156000,33.5276,-86.7988,Birmingham,Alabama
SAINT-GOBAIN CERAMIC MATERIALS,10000,34.6989,-86.6414,Huntsville,Alabama
RESOURCE CONTROL INC.,26000,42.423,-72.1064,Barre,Massachusetts
OFS FITEL-STURBRIDGE,10000,42.1001,-72.0635,Sturbridge,Massachusetts
OLDCASTLE RETAIL INC,7250,42.1161,-71.8705,Oxford,Massachusetts
WARREN PUMPS INC,7900,42.2155,-72.1887,Warren,Massachusetts
COVANTA SPRINGFIELD,8625,42.0695,-72.6148,Agawam,Massachusetts
TRINITY MARINE PRODUCTS INC - PLANT #48,5000,30.3943,-91.2517,Brusly,Louisiana
CARMEUSE LIME & STONE,10000,33.2162,-86.7919,Saginaw,Alabama
CARMEUSE LIME & STONE,115000,33.2162,-86.7919,Saginaw,Alabama
CARMEUSE LIME & STONE,75000,33.2162,-86.7919,Saginaw,Alabama
CONTINENTAL CARBON COMPANY,10000,32.4587,-85.0251,Phenix City,Alabama
LINDE GAS NORTH AMERICA LLC,12000,34.573,-86.9905,Decatur,Alabama
INDORAMA VENTURES XYLENES & PTA LLC,15000,34.573,-86.9905,Decatur,Alabama
"CEMEX SOUTHEAST,  LLC",6000,32.347,-86.2663,Montgomery,Alabama
MURPHY OIL USA,90000,32.347,-86.2663,Montgomery,Alabama
"CARBO CERAMICS, INC. - TOOMSBORO PLANT",300000,32.8224,-83.0826,Toomsboro,Georgia
"CARBO CERAMICS, INC. - TOOMSBORO PLANT",258000,32.8224,-83.0826,Toomsboro,Georgia
SHELL PIPELINE CO LP -  KAPLAN STATION,9900,30.006,-92.2839,Kaplan,Louisiana
INEOS PHENOL,20000,30.5408,-88.1885,Theodore,Alabama
HILCORP ENERGY COMPANY (HATTER'S POND FACILITY),30000,30.8902,-88.0101,Creola,Alabama
TRANSCONTINENTAL GAS PIPE LINE COMPANY L,5000,32.1049,-87.8612,Sweet Water,Alabama
INTERNATIONAL PAPER COMPANY,10000,34.6703,-87.3262,Courtland,Alabama
IMPERIAL ALUMINUM - SCOTTSBORO,75000,34.6438,-86.0491,Scottsboro,Alabama
SHAW INDUSTRIES INC,15000,34.8487,-85.8437,Stevenson,Alabama
"WESTROCK COMPANY, LLC",75000,34.8487,-85.8437,Stevenson,Alabama
"WESTROCK COMPANY, LLC",17500,34.8487,-85.8437,Stevenson,Alabama
PETROQUEST ENERGY LLC - TURTLE BAYOU FIELD PRODUCTION FACILITY #1,24000,29.5799,-90.7058,Houma,Louisiana
SAINT-GOBAIN VETROTEX,20000,34.5055,-87.7282,Russellville,Alabama
GREDE II LLC - BREWTON,12000,31.1111,-87.0737,Brewton,Alabama
PETROQUEST ENERGY LLC - TURTLE BAYOU FIELD PRODUCTION FACILITY #1,24000,29.5799,-90.7058,Houma,Louisiana
EARTH GRAINS BAKING CO,8500,34.4557,-85.6965,Fort Payne,Alabama
LOUISIANA-PACIFIC CORPORATION,10000,34.0634,-86.7651,Hanceville,Alabama
GEORGIA PACIFIC,10000,32.1993,-88.0494,Pennington,Alabama
GEORGIA PACIFIC,10000,32.1993,-88.0494,Pennington,Alabama
"PRINCE MINERALS, LLC",5000,34.1838,-85.7753,Leesburg,Alabama
MURPHY OIL USA INC,15000,33.6713,-85.8136,Anniston,Alabama
FAIRFIELD INN & SUITES,33000,30.8453,-88.0988,Saraland,Alabama
CARGILL - TEXACO TANK FARM,5000,34.3674,-86.2634,Guntersville,Alabama
LOVE'S TRAVEL STOP #556,11700,31.4509,-85.6473,Ozark,Alabama
BOLLINGER MORGAN CITY LLC,8244000,29.6646,-91.1072,Amelia,Louisiana
DENBURY ONSHORE LLC,56500,31.0952,-88.2467,Citronelle,Alabama
GREENWOOD PARK PROJECT,10000,33.5276,-86.7988,Birmingham,Alabama
D R HORTON AT GRACE MAGNOLIA,6100,30.7256,-87.8602,Spanish Fort,Alabama
GULF SOUTH PIPELINE CO LP - BAYOU SALE C,5000,29.7597,-91.4284,Centerville,Louisiana
CONSTELLIUM,14500,34.7436,-87.6344,Muscle Shoals,Alabama
GOLDEN VALLEY ELECTRIC ASSOCIATION / HEALY POWER PLANT,87891,63.9454,-149.0152,Healy,Alaska
SUMITOMO METAL MINING POGO LLC / POGO MINE,5000,64.0603,-145.7057,Delta Junction,Alaska
John Morrell Company,206000,43.5397,-96.7322,Sioux Falls,South Dakota
"COLASKA INC, DBA SECON / ALMIX ASPHALT PLANT",7500,56.3319,-132.0221,Wrangell,Alaska
"HILCORP ALASKA, LLC  / DILLON PLATFORM",14500,60.5619,-151.1985,Kenai,Alaska
ALASKA ELECTRIC LIGHT AND POWER,98228,58.444,-134.1515,Juneau,Alaska
Amazon Services LLC,2739354,36.2291,-115.2607,Las Vegas,Nevada
"Wilbur-Ellis Company (Walla Walla, WA)",15000,46.067,-118.3365,Walla Walla,Washington
"Gordon Trucking, Inc",5000,47.261,-122.2507,Pacific,Washington
Johnson Matthey Inc.,3000000,40.7774,-111.9301,Salt Lake City,Utah
Waste Management of Washington Inc,39600,47.6211,-122.3244,Seattle,Washington
Tesoro Refining & Marketing Company LLC,6390,61.5971,-149.1147,Palmer,Alaska
"Unified Grocers, Inc",292809,47.6211,-122.3244,Seattle,Washington
Seneca Foods Corporation,64000,44.0789,-116.9256,Payette,Idaho
AvtechTyee Inc,49000,47.9524,-122.167,Everett,Washington
Helena Chemical Company,7040,46.8014,-117.9026,La Crosse,Washington
JB Hunt Transport Inc,41000,47.2189,-122.2338,Sumner,Washington
Gordon Trucking Inc,50000,47.261,-122.2507,Pacific,Washington
DEERE & CO,6000,43.0808,-89.3922,Madison,Wisconsin
Trader Joe's Company,38631,34.165,-117.9921,Monrovia,California
"JELD-WEN, INC.",360000,42.2192,-121.7755,Klamath Falls,Oregon
COLUMBIA SPORTSWEAR,100800,45.5372,-122.65,Portland,Oregon
Swinerton Builders,6000,46.3935,-116.9934,Lewiston,Idaho
Waste Management of Washington Inc,33570,47.6211,-122.3244,Seattle,Washington
Briggs and Stratton Corporation,80000,43.0615,-88.0347,Wauwatosa,Wisconsin
J.R. Simplot Company,10000,43.6458,-116.6591,Caldwell,Idaho
BASF Corporation,109840,42.5332,-114.37,Kimberly,Idaho
"CertainTeed Gypsum, Inc",42300,47.6211,-122.3244,Seattle,Washington
"Golden Valley Assn, AK Industrial Development & Ex",115000,63.9454,-149.0152,Healy,Alaska
Wilbur Ellis Company,50320,45.7093,-121.5258,Hood River,Oregon
BNSF RAILWAY COMPANY,37500,45.5372,-122.65,Portland,Oregon
"BURLINGTON ENVIRONMENTAL, INC. KENT",275000,47.3887,-122.2128,Kent,Washington
Ash Grove Cement Company,600000,47.6211,-122.3244,Seattle,Washington
Berry Plastics,46060,47.3887,-122.2128,Kent,Washington
JEROME CHEESE COMPANY,304000,42.7184,-114.5159,Jerome,Idaho
P4 Production LLC,1400000,42.659,-111.5878,Soda Springs,Idaho
GKN,62278,47.3887,-122.2128,Kent,Washington
J.R. SIMPLOT COMPANY,350000,42.8716,-112.4656,Pocatello,Idaho
HELENA CHEMICAL COMPANY/DUSTY FARMS COOPERATIVE,41600,35.0474,-89.699,Collierville,Tennessee
PHILLIPS 66 COMPANY/LA REFINERY,15000,33.8374,-118.2559,Carson,California
WESTERN TUBE & CONDUIT CORP,25000,33.8059,-118.161,Long Beach,California
PERMA-FIX NORTHWEST RICHLAND INC.,304500,46.2826,-119.2938,Richland,Washington
WASHINGTON BEEF LLC,750000,46.3807,-120.3124,Toppenish,Washington
BATTELLE ENERGY ALLIANCE AND WHEELER ELECTRIC,61000,43.4868,-112.0363,Idaho Falls,Idaho
PIONEER AMERICAS,74948,47.2431,-122.4531,Tacoma,Washington
BCI COCA-COLA BOTTLING COMPANY OF LOS ANGELES,22024,47.5953,-122.1551,Bellevue,Washington
FLINT HILLS RESOURCES,75867,64.8353,-147.6533,Fairbanks,Alaska
"AMERIGAS PROPANE, L P",57248,47.4338,-120.3285,Wenatchee,Washington
CHEVRON KENAI REFINERY,107100,60.7152,-151.2317,Nikiski,Alaska
Ajinomoto,7350,45.5372,-122.65,Portland,Oregon
LAFARGE CORPORATION SEATTLE PLANT,315481,47.6211,-122.3244,Seattle,Washington
ConocoPhillips Company,1333333,48.8525,-122.5892,Ferndale,Washington
"Unified Western Grocers, Inc.",50000,45.4445,-122.6219,Milwaukie,Oregon
SIMPSON TACOMA KRAFT COMPANY LLC.,5000,47.2431,-122.4531,Tacoma,Washington
SHELL OIL PRODS. U.S. PUGET SOUND REFY.,5000,48.4878,-122.6292,Anacortes,Washington
GENIE INDS. MOSES LAKE,5000,47.1285,-119.2741,Moses Lake,Washington
"Food Services of America, Service Group of America",42061,47.9524,-122.167,Everett,Washington
Oregon MEtallurgical Corporation,685391,44.6274,-123.0966,Albany,Oregon
"Centex Homes, A Nevada General Partnership",60475,32.7937,-96.7662,Dallas,Texas
Home Depot USA Inc,246867,58.444,-134.1515,Juneau,Alaska
Costco Wholesale Corportation,52646,47.2189,-122.2338,Sumner,Washington
Cenex Harvest States Cooperative,121089,46.2503,-119.1298,Pasco,Washington
Weyerhaeuser Cosmopolis,20625,46.9541,-123.7725,Cosmopolis,Washington
"ATOFINA CHEMICAL, INC.",12540,45.5372,-122.65,Portland,Oregon
J.R. SIMPLOT COMPANY,64650,42.8716,-112.4656,Pocatello,Idaho
"CUMMINS NORTHWEST, INC.",8000,44.0562,-121.3087,Bend,Oregon
TRIDENT SEAFOODS CORPORATION,113470,55.3556,-131.6698,Ketchikan,Alaska
VAN WATERS AND ROGERS,17600,47.6997,-122.2041,Kirkland,Washington
HYTEK FINISHES COMPANY,5000,47.3887,-122.2128,Kent,Washington
MATSUSHITA SEMICONDUCTOR CORP OF AMERICA,85000,47.1794,-122.2902,Puyallup,Washington
CARNIVAL CORPORATION/CARNIVAL CRUISE,42000,58.444,-134.1515,Juneau,Alaska
"BP EXPLORATION, INC.",34650,70.3128,-148.6957,Prudhoe Bay,Alaska
"AIR LIQUID LARGE INDUSTRIES US, LP",80000,33.9169,-118.4021,El Segundo,California
JACUZZI WHIRLPOOL BATH,130500,33.9836,-117.6653,Chino,California
Chevron Richmond Technology Center,11011,37.9477,-122.339,Richmond,California
Kloeckner Metals Corporation,111608,21.3403,-158.0665,Kapolei,Hawaii
Inventure Foods,79957,33.2614,-112.3622,Goodyear,Arizona
"Ricoh Electronics, Inc.",245990,33.7309,-117.8106,Tustin,California
"Aloha Petroleum, LTD",57500,21.5659,-158.1198,Waialua,Hawaii
"Sysco Arizona, Inc.",13500,33.4484,-112.2561,Tolleson,Arizona
Walmart Transportation LLC,400000,36.358,-94.2287,Bentonville,Arkansas
"Werner Enterprises, Inc.",65000,41.2628,-96.0495,Omaha,Nebraska
"Knight Transportation, Inc",72000,33.5722,-112.0891,Phoenix,Arizona
"Clean Harbors Buttonwillow, LLC",90000,35.4092,-119.4406,Buttonwillow,California
Clorox,250000,37.7903,-122.2165,Oakland,California
"Arysta LifeScience North America, LLC",14700,35.7814,-78.8167,Cary,North Carolina
"Eco Services Operations, Corp",106000,33.8059,-118.161,Long Beach,California
Halliburton Environmental Services,410000,29.7868,-95.3905,Houston,Texas
AMERICAN VANGUARD CORPORATION,81855,33.6151,-117.8669,Newport Beach,California
"National Beef California, LP",80850,32.9783,-115.5287,Brawley,California
LEHIGH SOUTHWEST CEMENT CO,191848,37.3168,-122.0465,Cupertino,California
The Gas Company LLC (dba Hawaii Gas),155000,21.3403,-158.0665,Kapolei,Hawaii
"Veris Gold USA, Inc",182000,40.8387,-115.7674,Elko,Nevada
Guardian Industries,22286,36.5242,-119.5608,Kingsburg,California
Veolia ES Technical Solutions LLC,95000,33.5722,-112.0891,Phoenix,Arizona
"Asarco, LLC",146900,32.9995,-110.7814,Hayden,Arizona
Helena Chemical Company,12800,36.326,-119.654,Hanford,California
Albertson,5100,33.9255,-117.8654,Brea,California
Enel Salt Wells LLC,8400,39.4739,-118.778,Fallon,Nevada
LEHIGH SOUTHWEST CEMENT CO.(FORM:HANSON PERMANENTE),2550000,37.3168,-122.0465,Cupertino,California
"Chemical Waste Management, Inc.",400000,36.009,-119.9629,Kettleman City,California
UNIVAR USA INC.,6400,47.6762,-122.1166,Redmond,Washington
U.S. Borax Inc.,8200,39.6152,-104.9131,Greenwood Village,Colorado
"Univar USA, Inc.",41800,33.9963,-118.1519,Commerce,California
"Univar USA, Inc.",122550,33.9963,-118.1519,Commerce,California
"Safeway, Inc.",6800,33.3881,-111.9318,Tempe,Arizona
"Chevron USA, San Joaquin Business Unit",8800,35.1779,-119.5472,Fellows,California
Constellation Wines US Inc (dba Woodbridge Winery),95000,38.1735,-121.2798,Acampo,California
Clorox Products Mfg. Co.,28000,34.1139,-118.4068,Los Angeles,California
"KMG Electronics Chemicals, Inc.",20000,36.8563,-121.3981,Hollister,California
