company,penalty,lat,lon,city,industry,state
FORD MOTOR CO/RAWSONVILLE PLANT,125000,42.2437,-83.6205,Ypsilanti,motor vehicles,Michigan
"MICHIGAN SUGAR COMPANY, CARO FACTORY",20000,43.4895,-83.402,Caro,agribusiness,Michigan
"MICHIGAN SUGAR COMPANY, CROSWELL FACTORY",20000,43.2736,-82.6177,Croswell,agribusiness,Michigan
CONSUMERS ENERGY - WHITE PIGEON COMPRESSOR STATION,69000,41.7977,-85.6485,White Pigeon,utilities,Michigan
OWENS-ILLINOIS,35000,41.8379,-85.6649,Constantine,packaging,Michigan
DTE GAS COMPANY  - COLUMBUS COMPRESSOR STATION,21000,42.8093,-82.7517,Richmond,utilities,Michigan
CARGILL SALT - ST. CLAIR,38900,42.8262,-82.493,Saint Clair,agribusiness,Michigan
GM LLC SAGINAW METAL CASTING OPERATIONS,92349,43.4199,-83.9501,Saginaw,motor vehicles,Michigan
GM LLC SAGINAW METAL CASTING OPERATIONS,63099,43.4199,-83.9501,Saginaw,motor vehicles,Michigan
GEORGIA-PACIFIC CORPORATION,139147,45.0213,-84.6803,Gaylord,diversified,Michigan
SMURFIT-STONE CONTAINER ENTERPRISES INC,24000,46.8665,-89.3122,Ontonagon,packaging,Michigan
PAR STERILE PRODUCTS LLC,15750,42.6866,-83.1197,Rochester,pharmaceuticals,Michigan
"HOWMET CORPORATION, PLANT 4",161000,43.4003,-86.3405,Whitehall,industrial components,Michigan
SIERRA PACIFIC-SHASTA LAKE,1420000,40.679,-122.3775,Shasta Lake,forest products,California
SIERRA PACIFIC-ANDERSON,1420000,40.451,-122.2962,Anderson,forest products,California
"KNAUF INSULATION, GMBH",10000,40.679,-122.3775,Shasta Lake,insulation,California
"KNAUF INSULATION, GMBH",46500,40.679,-122.3775,Shasta Lake,insulation,California
"KNAUF INSULATION, GMBH",620000,40.679,-122.3775,Shasta Lake,insulation,California
CALPINE CORP,750000,32.8312,-117.1226,San Diego,power generation,California
ELECTROLUX HOME PRODUCTS,50000,43.1797,-85.2533,Greenville,appliances,Michigan
HOLCIM (US) INC.,776500,41.9643,-83.6636,Dundee,building materials,Michigan
"THE DOW CHEMICAL COMPANY U.S.A., MIDLAND",38500,43.6239,-84.2315,Midland,chemicals,Michigan
"THE DOW CHEMICAL COMPANY U.S.A., MIDLAND",10377,43.6239,-84.2315,Midland,chemicals,Michigan
"HAWORTH, INC. - BIG RAPIDS COMPONENTS-STEEL & WOOD",58800,43.6992,-85.4803,Big Rapids,office furniture,Michigan
ISP COATINGS,35000,42.8049,-83.0041,Romeo,chemicals,Michigan
TESORO LOGISTICS OP LLC-VINVALE MARKETIN,6000,33.9447,-118.1926,South Gate,oil & gas,California
FORD MOTOR COMPANY - ROMEO ENGINE PLANT,42000,42.8049,-83.0041,Romeo,motor vehicles,Michigan
LOUISIANA-PACIFIC CORP NEWBERRY PLANT,39900,46.3538,-85.5098,Newberry,building materials,Michigan
ANDERSON DEVELOPMENT COMPANY,56713,41.8994,-84.0446,Adrian,diversified,Michigan
SOUTHERN CALIFORNIA EDISON,45000,34.0512,-117.171,Redlands,utilities,California
"BORAL ROOFING, LLC",7500,34.1128,-117.3885,Rialto,building materials,California
"BORAL ROOFING, LLC",6000,34.1128,-117.3885,Rialto,building materials,California
"ROBERT BOSCH FUEL SYSTEMS, L.L.C.",32000,42.8852,-85.5925,Kentwood,automotive parts,Michigan
STEELCASE INC. - GRAND RAPIDS COMPLEX,50000,42.9615,-85.6557,Grand Rapids,office equipment,Michigan
"Interstate Power and Light, a subsidiary of Alliant Energy",7100000,41.9667,-91.6782,Cedar Rapids,utilities,Iowa
ABBOTT CARDIOVASCULAR SYSTEMS,12000,33.4928,-117.1314,Temecula,pharmaceuticals,California
ABBOTT CARDIOVASCULAR SYSTEMS,5000,33.4928,-117.1314,Temecula,pharmaceuticals,California
FLEETWOOD HOMES INC,24500,33.9381,-117.3948,Riverside,factory-built housing,California
TXI RIVERSIDE CEMENT CO - CRESTMORE PLT,35000,33.9381,-117.3948,Riverside,building materials,California
AKZO COATINGS INC,20000,33.8038,-117.8219,Orange,paints & coatings,California
B BRAUN MEDICAL,47200,33.6772,-117.7738,Irvine,medical supplies,California
TEXTRON AEROSPACE FASTENERS,13000,33.7366,-117.8819,Santa Ana,diversified,California
"MENZIES AVIATION GRP INC, OGDEN GRND SVC",5000,34.1139,-118.4068,Los Angeles,aviation services,California
KAISER FOUNDATION HOSPITAL,11000,34.1139,-118.4068,Los Angeles,healthcare services,California
International Petroleum Corporation,3500000,39.7415,-75.5413,Wilmington,waste management,Delaware
GENERAL MOTORS LANSING GRAND RIVER ASSEMBLY,77000,42.7142,-84.56,Lansing,motor vehicles,Michigan
MICHIGAN SUGAR COMPANY  -  SEBEWAING FACTORY,30000,43.7321,-83.4512,Sebewaing,agribusiness,Michigan
GM GRAND BLANC WELD TOOL CENTER,36000,42.9259,-83.6182,Grand Blanc,motor vehicles,Michigan
GM GRAND BLANC WELD TOOL CENTER,18600,42.9259,-83.6182,Grand Blanc,motor vehicles,Michigan
GM LLC CUSTOMER CARE & AFTERSALES - SWARTZ CREEK,59022,43.0236,-83.6922,Flint,motor vehicles,Michigan
AMERICAN AIRLINES INC,6250,34.1139,-118.4068,Los Angeles,airlines,California
CHEMOIL TERMINALS CORPORATION,190000,33.8374,-118.2559,Carson,commodity trading; mining,California
OWENS-BROCKWAY GLASS CONTAINER INC.,110000,42.5662,-84.8304,Charlotte,packaging,Michigan
"DENSO AIR SYSTEMS MI, INC.",20720,42.2985,-85.2296,Battle Creek,automotive parts,Michigan
"TESORO LOGISTICS, EAST HYNES TERMINAL",132000,33.8059,-118.161,Long Beach,oil & gas,California
"DENSO AIR SYSTEMS MI, INC.",20720,42.2985,-85.2296,Battle Creek,automotive parts,Michigan
"DENSO AIR SYSTEMS MI, INC.",47775,42.2985,-85.2296,Battle Creek,automotive parts,Michigan
"TESORO LOGISTICS LLC, HATHAWAY TERMINAL",10000,33.8029,-118.1682,Signal Hill,oil & gas,California
HENKEL ELECTRONIC MATERIALS LLC,8550,33.893,-118.2275,Compton,household & personal care products,California
"KNAUF INSULATION, INC.",313861,42.2478,-84.7572,Albion,insulation,Michigan
POST FOODS,89500,42.2985,-85.2296,Battle Creek,food products,Michigan
DUCOMMUN AEROSTRUCTURES INC,45500,34.165,-117.9921,Monrovia,aerospace & military contracting,California
ENGINEERED POLYMER SOLUTIONS,25000,34.0155,-118.1108,Montebello,paints & coatings,California
POST FOODS,89500,42.2985,-85.2296,Battle Creek,food products,Michigan
POST FOODS,89500,42.2985,-85.2296,Battle Creek,food products,Michigan
KELLOGG USA INC.,202616,42.2985,-85.2296,Battle Creek,food products,Michigan
"Equistar Chemicals, LP",37500,28.8285,-96.985,Victoria,chemicals,Texas
DAVIS WIRE CORP,12500,34.1121,-117.9637,Irwindale,diversified,California
DAVIS WIRE CORP,8000,34.1121,-117.9637,Irwindale,diversified,California
SEKISUI VOLTEK LLC.,59000,41.9456,-84.9993,Coldwater,chemicals,Michigan
Iowa Fertilizer Company,40345,40.7106,-91.231,Wever,fertilizers,Iowa
HOLCIM (US) INC. D/B/A LAFARGE ALPENA PLANT,30800,45.074,-83.4399,Alpena,building materials,Michigan
HOLCIM (US) INC. D/B/A LAFARGE ALPENA PLANT,723000,45.074,-83.4399,Alpena,building materials,Michigan
DARLING INTERNATIONAL,6500,34.1139,-118.4068,Los Angeles,food products,California
DARLING INTERNATIONAL,13500,34.1139,-118.4068,Los Angeles,food products,California
"CLEAN HARBORS RECYCLING SERVICES OF CHICAGO, LLC",39000,41.8853,-86.5895,Sawyer,waste management,Michigan
US GYPSUM CO,11000,33.933,-118.0625,Santa Fe Springs,building materials,California
"MAINE ENERGY RECOVERY COMPANY, LIMITED PARTNERSHIP",38700,43.4674,-70.4512,Biddeford,waste management,Maine
US GYPSUM CO,20000,33.933,-118.0625,Santa Fe Springs,building materials,California
AEROCRAFT HEAT TREATING CO INC,38000,33.8976,-118.1651,Paramount,diversified,California
TESORO LOGISTICS MARINE TERMINAL 2,5000,33.8059,-118.161,Long Beach,oil & gas,California
THE GAS CO/SEMPRA ENERGY,12500,33.9902,-118.0888,Pico Rivera,utilities,California
VEOLIA ENERGY LOS ANGELES INC,59000,34.1139,-118.4068,Los Angeles,environmental services,California
OWENS-BROCKWAY GLASS CONTAINER,14300,34.0019,-118.2106,Vernon,packaging,California
PHILLIPS 66 COMPANY/LA REFINERY,15000,33.8374,-118.2559,Carson,oil & gas,California
PHILLIPS 66 COMPANY/LA REFINERY,10000,33.8374,-118.2559,Carson,oil & gas,California
PHILLIPS 66 COMPANY/LA REFINERY,42500,33.8374,-118.2559,Carson,oil & gas,California
PHILLIPS 66 COMPANY/LA REFINERY,38000,33.8374,-118.2559,Carson,oil & gas,California
WESTERN TUBE & CONDUIT CORP,5000,33.8059,-118.161,Long Beach,steel,California
PHILLIPS 66 COMPANY/LA REFINERY,7500,33.8374,-118.2559,Carson,oil & gas,California
PHILLIPS 66 COMPANY/LA REFINERY,23000,33.8374,-118.2559,Carson,oil & gas,California
"OWENS CORNING ROOFING & ASPHALT, LLC",6000,33.893,-118.2275,Compton,building materials,California
"OWENS CORNING ROOFING & ASPHALT, LLC",24800,33.893,-118.2275,Compton,building materials,California
WESTERN TUBE & CONDUIT CORP,9000,33.8059,-118.161,Long Beach,steel,California
US GYPSUM CO,16000,33.9447,-118.1926,South Gate,building materials,California
US GYPSUM CO,10000,33.9447,-118.1926,South Gate,building materials,California
TORRANCE REFINING COMPANY LLC,17000,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,14000,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,475000,33.8346,-118.3417,Torrance,oil & gas,California
"DUPONT NUTRITION USA, INC.",6000,44.1274,-69.1369,Rockland,chemicals,Maine
REENERGY STRATTON LLC,8300,45.1412,-70.4406,Stratton,private equity (including portfolio companies),Maine
REENERGY STRATTON LLC,21271,45.1412,-70.4406,Stratton,private equity (including portfolio companies),Maine
TORRANCE REFINING COMPANY LLC,77000,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,47500,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,58000,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,469500,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,150000,33.8346,-118.3417,Torrance,oil & gas,California
TORRANCE REFINING COMPANY LLC,16500,33.8346,-118.3417,Torrance,oil & gas,California
EXIDE TECHNOLOGIES,150000,34.1139,-118.4068,Los Angeles,batteries,California
EXIDE TECHNOLOGIES,7500,34.1139,-118.4068,Los Angeles,batteries,California
GULF OIL LIMITED PARTNERSHIP,29500,43.631,-70.2895,South Portland,private equity (including portfolio companies),Maine
FPL ENERGY WYMAN LLC,25825,43.8017,-70.1875,Yarmouth,utilities,Maine
"PIKE INDUSTRIES, INC.",7500,43.6955,-70.3539,Westbrook,building materials,Maine
"SAPPI NORTH AMERICA, INC.",35000,43.6955,-70.3539,Westbrook,pulp & paper,Maine
REENERGY FORT FAIRFIELD LLC,25000,46.7659,-67.8332,Fort Fairfield,private equity (including portfolio companies),Maine
CHEVRON PRODUCTS CO,93000,33.9169,-118.4021,El Segundo,oil & gas,California
CHEVRON PRODUCTS CO,5000,33.9169,-118.4021,El Segundo,oil & gas,California
CHEVRON PRODUCTS CO,6500000,33.9169,-118.4021,El Segundo,oil & gas,California
CHEVRON PRODUCTS CO,25000,33.9169,-118.4021,El Segundo,oil & gas,California
REENERGY ASHLAND LLC,14800,46.6241,-68.3964,Ashland,private equity (including portfolio companies),Maine
REENERGY ASHLAND LLC,54200,46.6241,-68.3964,Ashland,private equity (including portfolio companies),Maine
REENERGY ASHLAND LLC,190000,46.6241,-68.3964,Ashland,private equity (including portfolio companies),Maine
"FORMED FIBER TECHNOLOGIES, LLC",16033,44.085,-70.2492,Auburn,automotive parts,Maine
REENERGY LIVERMORE FALLS LLC,6975,44.4723,-70.1808,Livermore Falls,private equity (including portfolio companies),Maine
REENERGY LIVERMORE FALLS LLC,50387,44.4723,-70.1808,Livermore Falls,private equity (including portfolio companies),Maine
REENERGY LIVERMORE FALLS LLC,260000,44.4723,-70.1808,Livermore Falls,private equity (including portfolio companies),Maine
PARAMOUNT PETROLEUM CORP,30000,33.8976,-118.1651,Paramount,oil & gas,California
"LIFOAM INDUSTRIES, LLC",55000,39.469,-76.2333,Belcamp,packaging,Maryland
CENVEO-BALTIMORE,23000,39.3051,-76.6144,Baltimore,printing,Maryland
PARAMOUNT PETROLEUM CORP,850000,33.8976,-118.1651,Paramount,oil & gas,California
PARAMOUNT PETROLEUM CORP,15000,33.8976,-118.1651,Paramount,oil & gas,California
SAINT-GOBAIN CONTAINERS,1000000,34.074,-118.0291,El Monte,building materials,California
PARAMOUNT PETROLEUM CORP,750000,33.8976,-118.1651,Paramount,oil & gas,California
PARAMOUNT PETROLEUM CORP,8000,33.8976,-118.1651,Paramount,oil & gas,California
"AES ALAMITOS STATION, LLC",8100,33.8059,-118.161,Long Beach,utilities,California
"AES REDONDO BEACH, LLC",60000,33.8574,-118.3766,Redondo Beach,utilities,California
MITSUBISHI RAYON CARBON FIBER,21000,38.5667,-121.4683,Sacramento,diversified,California
CHEVRON USA,18120,38.5667,-121.4683,Sacramento,oil & gas,California
CHEVRON USA,13500,38.5667,-121.4683,Sacramento,oil & gas,California
"WHEELABRATOR BALTIMORE, LP",77500,39.3051,-76.6144,Baltimore,financial services,Maryland
"WHEELABRATOR BALTIMORE, LP",17500,39.3051,-76.6144,Baltimore,financial services,Maryland
"SOLVAY USA, INC.",25000,39.3051,-76.6144,Baltimore,chemicals,Maryland
THE SHERWIN-WILLIAMS COMPANY - BALTIMORE,30000,39.3051,-76.6144,Baltimore,paints & coatings,Maryland
THE SHERWIN-WILLIAMS COMPANY - BALTIMORE,7000,39.3051,-76.6144,Baltimore,paints & coatings,Maryland
THE SUN PRODUCTS CORPORATION,21500,39.3051,-76.6144,Baltimore,household & personal care products,Maryland
CONSTELLATON POWER - GOULD STREET STATION,30000,39.3051,-76.6144,Baltimore,utilities,Maryland
"CENTER POINT TERMINAL COMPANY, LLC",20500,38.3755,-75.5867,Salisbury,oil & gas,Maryland
SPARTECH LLC - SALISBURY,60000,38.3755,-75.5867,Salisbury,private equity (including portfolio companies),Maryland
SPARTECH LLC - SALISBURY,30000,38.3755,-75.5867,Salisbury,private equity (including portfolio companies),Maryland
CEMEX LLC - BLACK MT. QUARRY,9000,34.5329,-117.2102,Apple Valley,building materials,California
AMCOR - STEVENS FLEXIBLE PACKAGING INC,40000,39.6401,-77.7217,Hagerstown,packaging,Maryland
MACK TRUCKS,50000,39.6401,-77.7217,Hagerstown,motor vehicles,Maryland
MACK TRUCKS,35000,39.6401,-77.7217,Hagerstown,motor vehicles,Maryland
MACK TRUCKS,28000,39.6401,-77.7217,Hagerstown,motor vehicles,Maryland
"CLEAN EARTH OF GREATER WASHINGTON, LLC",26000,38.8172,-76.7546,Upper Marlboro,waste management,Maryland
CINTAS CORPORATION,150000,39.095,-76.8619,Laurel,business services,Maryland
SPECIALTY MINERALS INC.,10000,34.4427,-116.9021,Lucerne Valley,minerals,California
SPECIALTY MINERALS INC.,75000,34.4427,-116.9021,Lucerne Valley,minerals,California
SPECIALTY MINERALS INC.,89000,34.4427,-116.9021,Lucerne Valley,minerals,California
CAL PORTLAND CEMENT,6000,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,40804,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,103580,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,251104,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,18750,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,18750,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,18750,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,304500,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,12000,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,5000,34.5989,-117.3342,Oro Grande,building materials,California
CAL PORTLAND CEMENT,11500,34.5989,-117.3342,Oro Grande,building materials,California
ORMAT / NORTH BRAWLEY,10000,32.9783,-115.5287,Brawley,energy generation,California
EASTMAN SPECIALTIES CORPORATION,35000,39.2195,-76.071,Chestertown,chemicals,Maryland
"SFPP, L.P.",6500,32.8375,-115.5719,Imperial,pipelines,California
"SFPP, L.P.",13000,32.8375,-115.5719,Imperial,pipelines,California
CALENERGY REIGION 1,72000,33.1488,-115.5058,Calipatria,diversified,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",8000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",8000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",10000,37.9985,-122.116,Martinez,oil & gas,California
"LIFOAM INDUSTRIES, LLC",40000,39.469,-76.2333,Belcamp,packaging,Maryland
LOS ESTEROS CRITICAL ENERGY FACILITY,10000,37.3018,-121.8485,San Jose,power generation,California
LOS ESTEROS CRITICAL ENERGY FACILITY,7500,37.3018,-121.8485,San Jose,power generation,California
LEHIGH SOUTHWEST CEMENT COMPANY,10000,37.3168,-122.0465,Cupertino,building materials,California
LEHIGH SOUTHWEST CEMENT COMPANY,5000,37.3168,-122.0465,Cupertino,building materials,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,5000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,12500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,15000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,8000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,40000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,6000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,6000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,20000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,5000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,30000,37.9477,-122.339,Richmond,oil & gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,9000,38.0368,-122.2526,Rodeo,industrial gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",7000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",18000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",9000,37.9985,-122.116,Martinez,oil & gas,California
CHEVRON PRODUCTS COMPANY,12500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,8500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,8500,37.9477,-122.339,Richmond,oil & gas,California
TERUMO CARDIOVASCULAR SYSTEMS CORPORATION,27000,39.6067,-75.821,Elkton,medical supplies,Maryland
TERUMO MEDICAL CORPORATION,40500,39.6067,-75.821,Elkton,medical supplies,Maryland
"SHELL OIL PRODUCTS US, MARTINEZ REF.",7000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",22000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",23000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",13000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",10000,37.9985,-122.116,Martinez,oil & gas,California
"HARCROS CHEMICALS, INC.",20625,41.5563,-90.6052,Davenport,chemicals,Iowa
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,12500,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,5000,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,10000,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,9000,38.0368,-122.2526,Rodeo,industrial gas,California
AES WARRIOR RUN,50000,39.6515,-78.7585,Cumberland,utilities,Maryland
AIR LIQUIDE LARGE INDUSTRIES US LP,5500,38.0368,-122.2526,Rodeo,industrial gas,California
AIR LIQUIDE LARGE INDUSTRIES US LP,13000,38.0368,-122.2526,Rodeo,industrial gas,California
LEHIGH SOUTHWEST CEMENT COMPANY,6000,37.3168,-122.0465,Cupertino,building materials,California
AIR LIQUIDE LARGE INDUSTRIES US LP,538738,38.0368,-122.2526,Rodeo,industrial gas,California
VALERO BENICIA ASPHALT PLANT,10000,38.0704,-122.1541,Benicia,oil & gas,California
VALERO BENICIA ASPHALT PLANT,5000,38.0704,-122.1541,Benicia,oil & gas,California
VALERO BENICIA ASPHALT PLANT,5000,38.0704,-122.1541,Benicia,oil & gas,California
WAL-MART WATER TREATMENT PLANT,7773,38.3306,-75.215,Berlin,retail-discount stores,Maryland
VALERO BENICIA ASPHALT PLANT,8000,38.0704,-122.1541,Benicia,oil & gas,California
VALERO BENICIA ASPHALT PLANT,15500,38.0704,-122.1541,Benicia,oil & gas,California
VALERO BENICIA ASPHALT PLANT,7000,38.0704,-122.1541,Benicia,oil & gas,California
VALERO BENICIA ASPHALT PLANT,7500,38.0704,-122.1541,Benicia,oil & gas,California
LOS ESTEROS CRITICAL ENERGY FACILITY,12000,37.3018,-121.8485,San Jose,power generation,California
LOS ESTEROS CRITICAL ENERGY FACILITY,16875,37.3018,-121.8485,San Jose,power generation,California
LEHIGH SOUTHWEST CEMENT COMPANY,6500,37.3168,-122.0465,Cupertino,building materials,California
NUSTAR TERMINALS OPERATIONS PARTNERSHIP L.P. - PINEY POINT,15000,38.1483,-76.5201,Piney Point,pipelines,Maryland
LEHIGH SOUTHWEST CEMENT COMPANY,18000,37.3168,-122.0465,Cupertino,building materials,California
LEHIGH SOUTHWEST CEMENT COMPANY,12000,37.3168,-122.0465,Cupertino,building materials,California
CALPINE PITTSBURG LLC,5204,38.019,-121.8969,Pittsburg,power generation,California
LOS MEDANOS ENERGY CENTER,6250,38.019,-121.8969,Pittsburg,power generation,California
TAYLOR ANNE FOODS LLC,10000,39.7054,-78.1749,Hancock,food products,Maryland
"LMC PROPERTIES, INC.",8000,39.3345,-76.4318,Middle River,aerospace & military contracting,Maryland
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",6500,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",11000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",20000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",6000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",2850000,37.9985,-122.116,Martinez,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,oil & gas,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,oil & gas,California
"SHELL OIL PRODUCTS US, MARTINEZ REF.",5000,37.9985,-122.116,Martinez,oil & gas,California
CHEVRON PRODUCTS COMPANY,6000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,23000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,7500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,5000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,11500,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,28750,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,15000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,9600,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,9000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,9000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,29000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,13000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,8000,37.9477,-122.339,Richmond,oil & gas,California
CHEVRON PRODUCTS COMPANY,10000,37.9477,-122.339,Richmond,oil & gas,California
"PECHINEY PLASTIC PACKAGING, INC.",53000,37.5204,-122.0312,Newark,mining,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,packaging,California
OWENS-BROCKWAY GLASS CONTAINER INC,7000,37.7903,-122.2165,Oakland,packaging,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,packaging,California
OWENS-BROCKWAY GLASS CONTAINER INC,10000,37.7903,-122.2165,Oakland,packaging,California
OWENS-BROCKWAY GLASS CONTAINER INC,8000,37.7903,-122.2165,Oakland,packaging,California
OWENS-BROCKWAY GLASS CONTAINER INC,7000,37.7903,-122.2165,Oakland,packaging,California
OWENS-BROCKWAY GLASS CONTAINER INC,7000,37.7903,-122.2165,Oakland,packaging,California
"Owens-Illinois, Inc.",93000,34.0019,-118.2106,Vernon,packaging,California
Pacific Gas and Electric Company,6000,35.1971,-120.7192,Avila Beach,utilities,California
Pacific Gas & Electric Company,9000,40.7941,-124.1568,Eureka,utilities,California
SHELL MARTINEZ REFINERY,9000,37.9985,-122.116,Martinez,oil & gas,California
"Sea World, Inc.",6000,32.8312,-117.1226,San Diego,entertainment,California
AT&T MOBILITY,45580,42.4758,-70.9067,Swampscott,telecommunications,Massachusetts
